apresiasi,kritik,ulasan
0,1,apps nya ngebug nggak ada error maaf tanggal tidak sedia silah ganti faskes atau lokasi tp pas ke rs puskesmas dekat suruh daftar pake jaki jadi muter2 gin gimana mau vaksin nya tolong baik segera
0,1,dari kemarin nyoba daftar lnline utk rsud depok tp selalu bilang maaf anda belum daftar pdhal udh di klik rm dn nik nya udh di update juga di bagi informasi mana bagi informasi di rsud depok judes banget lg
1,1,mudah cepat praktis ga antri kalo obat ke polisi bikin skck semua layan ada di apl ini ga bisa akses knp ya soal udah 3 kali keluar masuk dsw tapi keluar nya cara normal
0,1,masa saya gk pernah kontak langsung dengn positif covid dan gk ada gejala sakit skor cuma 38 nyata tdk aman tolong baik aplikasi lagi jdi sulit untuk kerja
0,1,saya mau daftar vaksinasi lewat jaki tapi kenapa gak bisa bisa situ kita suruh masukin nik dan nama sesuai ktp tapi telah klik periksa muncul terus tulis maaf kuota daftar telah habis muncul tulis gitu terus tolong dong baik
0,1,moga depan lebih sempurna mudah operasi dan bantu jembatan bagai soal warga
0,1,udah di update tapi malah gakbisa ngisi tgl booking ke rsnya ini gimana tolong mau daftar jadi susah
1,0,ok lumayan bantu
1,1,sangat bantu untuk para cari kerja proses mudah dan bawa hasil luar biasa rekomendasi banget aplikasi ini mobile banking mudah dan fasilitas lumayan komplit
0,1,mantap aplikasi yang sungguh sedih l aplikasi burik jauh sangat jauh dari kata cukup aplikasi yang buat tengah hati
0,1,aplikasi tuju mudah tugas kerja bukan mudah masyarakat di masyarakat sebar ngurus ktp rusak mudah dengan lewat drivthru aja bares tp buka drivthru itu tidak turun dari kendara to tapi kenapa harus lewat aplikasi jss
1,0,ini keren bgt loh klo bingung mau ngadu ngadu ke perintah lwt sini aja cepat tanggap kerennn aplikasi
0,1,ini kenapa ya saya baru mau daftar kok akun sudah daftar jadi masa yang daftarin kader rt soal dulu kata mau di daftarin ke apk tapi gtau apk apa apa emang lalu rt aneh bgt
0,1,untuk menu lowong kerja saya sudah isi data tapi tidak bisa di submit tolong baik aplikasi trmksh
0,1,percuma dengan aplikasi kalau masih lari ke web dan hasil sama saja wkwkwk ada saja pemkotku
1,0,layan jss di mpp sangat bagus sangat bantu masyarakat
0,1,mohon untuk cctv nya tidak bisa akses
0,1,aplikasi jd sering kluar sndiri tolong benah bug nya
1,1,hatur nuhun sapa warga sangat bantu tapi kenapa saya tidak bisa isi fitur survey mohon di tinjau kembali
0,1,aplikasi ga guna
0,1,saya sering alami troubel saat pasu e-kinerja proses loadingnya lama bahkan tdk bisa trbuka dan sdh coba ganti2 jaring padahal bagai pegawai sudah penuh tanggung jawab kerja yg bahkan sering lewat batas jam kerja hanya karena harus isi lapor lagi kenapa malah sering jadi eror pada aplikasi ini tolong baik dan laku kece bug cara kala terimakasih
1,0,tahu besar pajak yg harus bayar
0,1,yang serius dong dalam buat aplikasi utama dalam system lapor dan tangan masa lapor ulang untuk masalah dan lokasi yang sama tangan sama dan hasil juga sama tidak ada koreksi apa2 tidak ada fasilitas untuk escalete kalo tidak puas nilai dengan bintang efek apa ini biaya oleh uang rakyat lho
0,1,aplikasi tidak manfaat wifi pasang doang tapi ga bisa dipake
0,1,tiap bulan minta baharu aplikasi tapi aju saya bulan lebih gak ada kabar tiap cek sedang dalam proses
1,0,siap bantu jadi kota jambi menjadu kota jambi smart city
0,1,aplikasi error mau input tanggal kunjung enggak bisa terus
1,0,aplikasi plus respon cepat perintah surabaya
0,1,kak ibu bapak maaf saya kan bikin surat pindah dari kota ke kabupaten pas saya cek dokumen bisa dan saya sama sekali gatau kalau dokumen itu cuma bisa di cek sekali aja nang banget dokumen gabisa di buka lagi padahal mau di cetak serius panik banget kalau saya minta pdf nya di kirim balik boleh kah log in apk salam juga nggak bisa lagi karena udah di konfirmasi pindah tolong dan terimakasih belum
0,1,tiap kali instal aplikasi ini selalu tidak hasil tidak bisa
1,0,download ini karena website pajakonline untuk download sppt pbb lambat verifikasi akhir arah sama call center untuk download jaki alhamdulillah langsung hasil ga ribet ga lama bahkan ga sampe 2 menit buat log in dan isi data untuk pbb abis itu tinggal download bisa buat cek biaya pajak kendara juga bisa buat lapor2 dan informasi lain kait jakarta terima kasih sudah sedia aplikasi yg sangat guna ini maju terus jakarta
1,0,keren banget asli no bug
0,1,ribet kata saya mah klo yg mau obat gigi harus trus megang hp gitu buat dapet nomor antri yg kouta nya cuma sedikit daftar online bisa buat besok lusa klo yg anak2 muda bisa klo yg lansia gak ngerti hp sama sekali kasihan juga
1,0,sangat bantu sekali mantap
1,1,saran saya supaya lapor bisa di rahasia indetitasnya dari instansi atau dinas kait dan hanya admin pemkot yg tahu alam saya kemarin telah lapor telah di tindaklanjuti saya di tlp oleh pihak dinas kait app tetap butuh dan selalu baik semangat pemkot dan selalu semangat cak eri
0,1,eror trus telah berkas lengkap bingung sama apk ini
1,0,bagus applikasi ini cepat proses komunikasi birokrasi
1,0,program pak anis sangat tepat dan manfaat bisa jadi contoh daerah lain
0,1,daftar buat akte udah hampir 3 bulan status masih daftar aja sebenernya ini ada yang ngerjain gak sih kan tuju dari aplikasi ini itu untuk mudah bukan bingung jadi gak jelas gin ya tangerang live masih lebih bagus versi belum akte anak saya langsung jadi 1 bulan
0,1,kenapa ini ada giat jobfair pas mau masuk ke aplikasi malah ga muncul muncul ya eror terus tolong dong baik kalo mau ikut job fair harus dari aplikasi tapi aplikasi ga bisa gimana mau ikut job fair
0,1,kok cuma ngecek pdam aja bayar kagak
1,0,terimakasih banyak dengan ada aplikasi ini sangat2 bantu smua jd lbh mudah proses cepat mudah sekali guna
0,1,masih kurang greget euy spt akses data terima bansos misal saat kita edit no urut 65 selesai kita back posisi kembali ke awal lagi jadi meski scroll lg ke no urut 66 moga bisa cepet baik lagi dan makin okeh surokeh
0,1,kurang lengkap cctv nya
0,1,responnya lama dan tidak puas jawab cs nya utama yang sifat bansos contoh kuota untuk ajar kenapa cuma classroom saja yg sedia aplikasi lain kan jarang pakai sedang aplikasi tangerang ajar tidak ada jadi percuma bantu kuota juga tidak seluruh kuota tsb
1,0,sangat lengkap
0,1,kirain satu aplikasi bisa cakup semua hal nyata isi nya kaya playstore juga banyak aplikasi yang perlu di install juga sirukim jaksiape alpukat betawi ijakarta jakone mobil mrt-j tijeku molecool entah apalagi
0,1,percuma bikin aplikasi tapi pas vaksin di sulit saya mau daftar vaksin dua suruh daftar lewat jaki tapi pas mau daftar lewat jaki kuota penuh semua kirain di camat itu doang yang penuh nyata saya coba2 di tempat lain sama aja penuh hari nge datengin tempat vaksinasi 3x suruh pindah2 tempat ngga ada yang di terima ga usah nyuruh vaksin kalo mau vaksin aja di sulit tolong kalau bikin apk yang jelas apk cuma bikin susah
0,1,1 bintang karena aplikasi jaki kagak sinkron sama aplikasi peduli lindung data vaksin beda tanggal bikin ribet apps pedulilindungi cacad tambah harus sinkron sama aplikasi laen jadi payah
1,0,ok ok bisa login nyata pak terima kasih
0,1,server sellau error saya sudah isi tes namun saat verifikasi tiba tjba error dan ulang kembali dari awal jadi ulang kembali hingga puluh kali saya isi kemudia error kembali sangat kecewa
0,1,padahal saya bom laku daftar aplikasi tapi di aplikasi tera sudah daftar mau daftar susah banged sampe sekarang ga bisa masuk harus untuk menu lupa pasword tambah no hp untuk guna layan harus 1 aplikasi saja jngan di bagi banyak aplikasi memori internal penuh bre kasi yang hp nya kentang kalo situ kan hp nya speak tuhan
0,1,punten saya bayar pajak kendara nunggu skkp nya kenapa lama ya padahal terang bayar sudah hasil terimakasih
1,0,sangat bantu dengan aplikasi depok single window dsw ini aplikasi friendly usser banget dan lumayan lengkap buat yang install aplikasi ini dan beri bintang 1 arti kurang harga buat aplikasi wajar kalau aplikasi ini terkadang suka erorr karena harus koneksi dengan banyak layan publik se-kota depok jangan pakai aplikasi ini kalau ussernya cuma bisa negatif thinking
1,0,sangat bantu tetap semangat jogja
0,1,kalau serius wajib saja buat rw untuk instal aplikasi ini min biar bisa saling kroscek data agar kalau ada bantu perintah apa itu bentuk bisa tepat sasar kalau bisa ada aplikasi damping untuk warga juga agar bisa interaksi langsung dengan rw nya cara online
1,0,kereeeeen sikoja
1,0,terima kasih aplikasi sangat bantu sekali
1,0,cukup bantu
0,1,kalo bisa tiap ke rt an di harus punya aplikasi ini soal nya pas lg banyak bantu sperti skarang se enak jidat pegawai desa aja bagiin nya
1,0,aplikasi ini sangat bantu jdi lbih mudah saya tau dari teman kembang terus
1,0,sangat manfaat sekali
0,1,mau kasih bintang satu aja kayak nya masih rugi betul nya ini aplikasi guna buat apa sih mudah sulit masa mau daftar vaksinasi aja sulit nya minta ampun saya coba di jakarta utara terang semua penuh saya coba di jakarta timur semua penuh juga trus ini guna aplikasi apa dong tidak sesuai dengan ekspetasi jujur nyesal banget download nya
1,0,keren aplikasi satu pintu dari bagai macem layan mdh2an jalan dgn baik yaa
0,1,mohon baik cepat bapak ibu karena banyak yang cari kerja dijobfair lalu aplikasi ini dan jangan sampai lewat taggal batas jobfair yang di tentu sekian dan terima kasih
0,1,di update malah ga bisa buka apa cuma tampil depan aja
0,1,buat 4 akun sudah 2 hari cuma muter semua belum bisa di guna mohon di baik apa gitu biar proses daftar ya bisa lebih cepat kalo belum siap pakai aplikasi mending pakai wa aja dulu kaya kemarin
0,1,terkadang tulis angka kurang pul
0,1,harus online itu cepat mudah bukan malah lambat saya rasa lebih cepar manual nyiapin berkas ambil nomer antri di serah dah selesai
0,1,masih sayang tidak bisa upload video ke aplikasi tidak bisa sampai aju dan adu
1,0,sangat muas tampil giat rw lebih tarik bisa upload lebih dari satu foto giat dan bisa like komen dan bagi
1,0,sangat bantu warga kota jambi
1,1,aplikasi bagus buat lapor ini itu cuma saya mau kritik soal jak wifi ribet tidak bisa akses alias ada paswordnya dan kata harus nanya ke tugas justru itu yang buat ribet sebab misal kita datang ke taman ya untuk duduk santai sambil nemenin anak main kan enak kalo langsung bisa make wifi buat baca berita jadi irit kuota
0,1,baru daftar tpi pas log in dblbg tidak pkaiprangkat asli padhl saya sllu pke hp ini
0,1,aneh bin gak masuk akal baru mau daftar dan belum pernah daftar sama sekali di aplikasi ini lha kok muncul tulis tidak bisa daftar dengan 2 akun dan login yang sama lha aku kan lagek kate daftar kok malah onok tulis koyok ngono iku seh cak akhire yo aku gak isok daftar iki yok opo iki cak
1,1,aplikasi bantu sedikit bingung di beberapa baik data krn link tidak berfungsim dan pisah antara pemuda dgn salam tp jauh ini sudah sangat baik terima kasih pemkot bandung dan tim
0,1,aplikasi apa sih ini daftar akun nggak bisa menu nya cuman muter doang tolong lahh di baik bug nya semua gantung pada aplikasi ini saya banyak kerja di luar kota yang harus milik akun jaki namun aplikasi seperti ini sangat kecewa
1,0,penting tp mudah2 an baca pimpin bukan staff e
0,1,kenapa dokumen yg sudah selesai tidak dapat di download
1,0,keren banget aplikasi
0,1,komen gk pernah ada tanggap yg beneranlah bikin aplikasi gak kuat bayar admin apa
0,1,bukan makin bagus malah makin gak guna bug nya bukan makin sedikit malah makin banyak
0,1,respon aplikasi dan lapor by email sangat sangaat sangat lambat saya daftar vaksin ga dpt2 jadwal aplikasi tulis 1x24 jam suruh nunggu keluar jadwal nyata sampai 2x24 jam masih belum muncul sudah bikin lapor by email sampai 3 kali masih belum keluar juga jadwal aplikasi online harus mudah bukan sulit kecewa vaksin gratis tp ribet buat dapat jadwal
0,1,pas buat akun email sudah daftar padahal sya blm daftar sama sekali
1,0,mudah sekali aku bagai masyarakat bisa bantu bisa urus segala butuh dalam satu aplikasi jaya terus bogor
0,1,donlod bisa tapi ga bisa buka pas buka aplikasi ga lama keluar sendiri -xiaomi redmi note 3
0,1,tolong tambah lagi cctv nya
1,0,sangat bantu dan proses juga cepat sekali bagus
1,0,sangat bagus sekali
0,1,untuk proses tes mandiri clm tidak ada opsi nik kk jadi saya yang masih bawah umur sangat sulit untuk isi data diri saya tolong tambah opsi nya kak
0,1,dalam tangan daftar akun nya kurang responship dalam verifikasi data sehinggal untuk registrasi akun nya terlalu lama turut aku sih
0,1,aplikasi error tidak bisa buka saat sedang butuh
1,0,cukup bantu saat mau periksa ke puskesmas karena bisa ambil no antri online jadi bisa hadir sesuai waktu yang di tentu
0,1,sering update sendiri username ma pasword sering hilang ngk bisa lgsng login
0,1,maaf saya donload apl ini udah ber xx tapi knpa ga bisa buka bleng hitam di layar hp saya semua ijin udh saya reset tapi ttp aja bleng minta masukanya
0,1,baik terus
0,1,tolong untuk wifi daerah rt 27 rw 06 sangat jelek bahkan tidak bisa di pakai
1,0,moga aplikasi ini dapat jadi jembatan komunikasi antara bpk walikota dengan warga
0,1,aplikasi masih perlu baik total
0,1,belum kompatibel dengan android 12
1,0,sangat bagus untuk info hujan
1,0,sangat manfaat untuk bagi informasi serta dapat buka wawas kami ajar dari giat rw di luar sana
0,1,saya pernah usul blt koq jawab selalu usul terima tapi nggak pernah dapat blt nya mohon bantu yang wenang
0,1,parah banget anjir kuota penuh padahal cek di jadwal malah ada ga aplikasi nya ga web nya sama aja kgk ada bagus ga up to date gmn mau jdi jakarta smart city - -
0,1,gak ngasih bintang cs gak bs di guna mw ngisi jenis kelamin aj gak muncul pilih serta alamat nya spt kota profinsi dll di klik gak muncul pilih sedang mw di tulis gak bs jg hadech aplikasi apa ni gak jelas
1,1,tolong segera di realisasi menu sinkronisasi data di dalam aplikasi ini karna sulit untuk registrasi di situs sobatdukcapil kota tangerang lebih sudah bagus aplikasi
1,0,jangkau banyak butuh dan fitur terus tambah
0,1,untuk login kenapa tidak bisa terus padahal nik dan password sudah sesuai dan coba mereset sandi tidak ada pesan email yg masuk tidak ada jawab sama sekali dari whatsapp dan email adminya pada mana mohon di baik lagi terimakasih
0,1,kenapa saya pakai aplikasi di android redmi note 10 pro tp utk fitur daftar vaksinasi tidak bisa saya akses tp kalau masuk dr smartphone yang lain bisa
0,1,gak pernah bagi daftar dadak kalo mau ke tebet ecopark misal baca nya sudah daftar 4025 orang eh nanti di coba2 lagi ubah lg angka daftar nya sudah daftar 4030 orang kluar di coba lagi baca nya beda lagi sudah daftar 4045 org maksud klo emng sy daftar gabisa kouta penuh tp kenapa kouta daftar nya malah tambah sedang sy daftar gabisa2 disuru coba hari lain maksud itu gimana si emang bnran nambah orang yg daftar nya apah gimana
0,1,saya mau daftar tapi nik nya tdk daftar padahal saya warga surabaya gmn dong
0,1,buat login aja susah tulis nya anda belum daftar padahal nulis rm sama nik udah bener udah 4x gitu terus semenjak 2 bulan akhir ujung2nya harus nanya ke pusat informasi
0,1,kenapa gak bisa isi data pribadi berkas gak bisa harap coba kembali terus padahal koneksi bagus dan kapan baik sistem akan selesai
0,1,ngga bisa akses buat daftar jadi salah server coba lg kembali ini krn sinyal banyak yg pakai atau error yaa help me
0,1,gimana ini aplikasi buat lapor tdk bisa lebih simpel yg dulu buat lapor gampang mohon baik
0,1,nyata app lagi tutup karena akan ada aplikasi yg baru ganti dsw ini tadi baru nanya sama pegawai puskesmas wqwq moga lebih baik
1,0,lama guna apps salam ini sangat muas baik cara interface apps mudah akses upload data serta cakap tugas yg cara online bantu dalam aju data
0,1,aplikasi suka keluar sendiri susah yang mau daftar puskesmas tolak daftar langsung ke puskesmas padahal ibu hamil mau cek lab dam kontrol bulan fiturnya juga tutup jadi gabisa daftar kalau online ya online semua ini pol lain juga bisa daftar langsung bikin repot aja
